Detector Type,DescriptorType,Frame,Total Keypoints,Keypoints in ROI,Keypoints in ROI matched,Time for detection [ms],Time for description [ms],Combined Time [ms],
SIFT,BRIEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,BRIEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,BRIEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,BRIEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,BRIEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,ORB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,FREAK,0,1438,138,0,123.214,40.0574,163.272,
SIFT,FREAK,1,1371,132,65,126.321,41.2407,167.562,
SIFT,FREAK,2,1380,124,72,120.438,39.7831,160.221,
SIFT,FREAK,3,1335,137,64,122.587,40.6329,163.22,
SIFT,FREAK,4,1305,134,66,125.294,40.3446,165.639,
SIFT,FREAK,5,1370,140,59,130.224,41.6107,171.834,
SIFT,FREAK,6,1396,137,59,123.557,39.9623,163.519,
SIFT,FREAK,7,1382,148,64,128.024,40.3195,168.343,
SIFT,FREAK,8,1463,159,65,127.363,40.311,167.674,
SIFT,FREAK,9,1422,137,79,131.574,41.5215,173.095,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,AKAZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFT,SIFT,0,1438,138,0,122.59,77.1657,199.756,
SIFT,SIFT,1,1371,132,82,97.1653,75.1986,172.364,
SIFT,SIFT,2,1380,124,81,95.9767,76.2619,172.239,
SIFT,SIFT,3,1335,137,85,127.982,105.47,233.452,
SIFT,SIFT,4,1305,134,94,120.622,74.061,194.683,
SIFT,SIFT,5,1370,140,90,94.0446,77.0955,171.14,
SIFT,SIFT,6,1396,137,82,98.0757,73.5662,171.642,
SIFT,SIFT,7,1382,148,82,124.765,76.7155,201.48,
SIFT,SIFT,8,1463,159,103,94.0174,75.7123,169.73,
SIFT,SIFT,9,1422,137,104,93.7038,74.8192,168.523,
